ocupacao,atividade,modelo,rodada,score,justificativa,timestamp
Redator de publicidade,Apresentar projeto para cliente,gpt-4o-mini,1,1.00,LLM não executa a apresentação e requer interação humana complexa.,2026-03-13T21:47:02Z
Redator de publicidade,Apresentar projeto para cliente,gpt-4o-mini,2,1.00,"LLM não executa a apresentação, que requer interação humana complexa.",2026-03-13T21:47:03Z
Redator de publicidade,Apresentar projeto para cliente,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:47:03Z
Redator de publicidade,Apresentar projeto para cliente,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:47:04Z
Redator de publicidade,Antever cenários futuros,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano complexo e interpretação contextual.,2026-03-13T21:47:05Z
Redator de publicidade,Antever cenários futuros,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano complexo e interpretação contextual.,2026-03-13T21:47:05Z
Redator de publicidade,Antever cenários futuros,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:06Z
Redator de publicidade,Antever cenários futuros,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:07Z
Redator de publicidade,Demonstrar pró-atividade,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:47:07Z
Redator de publicidade,Demonstrar pró-atividade,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:47:08Z
Redator de publicidade,Demonstrar pró-atividade,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:09Z
Redator de publicidade,Demonstrar pró-atividade,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:10Z
Redator de publicidade,Demonstrar liderança,gpt-4o-mini,1,1.00,"LLM não pode demonstrar liderança efetivamente, requer julgamento humano.",2026-03-13T21:47:10Z
Redator de publicidade,Demonstrar liderança,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano complexo e interação interpessoal significativa.,2026-03-13T21:47:11Z
Redator de publicidade,Demonstrar liderança,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:11Z
Redator de publicidade,Demonstrar liderança,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:12Z
Analista de desenvolvimento de sistemas,Elaborar dicionário de dados,gpt-4o-mini,1,3.00,LLM pode elaborar dicionários de dados com supervisão humana.,2026-03-13T21:47:13Z
Analista de desenvolvimento de sistemas,Elaborar dicionário de dados,gpt-4o-mini,2,3.00,LLM pode elaborar dicionários de dados com supervisão humana.,2026-03-13T21:47:13Z
Analista de desenvolvimento de sistemas,Elaborar dicionário de dados,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:14Z
Analista de desenvolvimento de sistemas,Elaborar dicionário de dados,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:47:15Z
Analista de desenvolvimento de sistemas,Testar sistemas,gpt-4o-mini,1,2.00,"LLM pode auxiliar, mas julgamento humano e contexto são essenciais.",2026-03-13T21:47:15Z
Analista de desenvolvimento de sistemas,Testar sistemas,gpt-4o-mini,2,2.00,"LLM pode auxiliar, mas julgamento humano e contexto são essenciais.",2026-03-13T21:47:16Z
Analista de desenvolvimento de sistemas,Testar sistemas,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:47:16Z
Analista de desenvolvimento de sistemas,Testar sistemas,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:47:17Z
Analista de desenvolvimento de sistemas,Demonstrar capacidade de trabalhar sob pressão,gpt-4o-mini,1,0.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:47:18Z
Analista de desenvolvimento de sistemas,Demonstrar capacidade de trabalhar sob pressão,gpt-4o-mini,2,0.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:47:19Z
Analista de desenvolvimento de sistemas,Demonstrar capacidade de trabalhar sob pressão,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:19Z
Analista de desenvolvimento de sistemas,Demonstrar capacidade de trabalhar sob pressão,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:20Z
Analista de desenvolvimento de sistemas,Atender chamados/tickets (incidentes),gpt-4o-mini,1,2.00,"LLM pode ajudar, mas julgamento humano e contexto são essenciais.",2026-03-13T21:47:21Z
Analista de desenvolvimento de sistemas,Atender chamados/tickets (incidentes),gpt-4o-mini,2,2.00,"LLM pode ajudar, mas julgamento humano e contexto são essenciais.",2026-03-13T21:47:22Z
Analista de desenvolvimento de sistemas,Atender chamados/tickets (incidentes),claude-3-haiku-20240307,1,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:47:23Z
Analista de desenvolvimento de sistemas,Atender chamados/tickets (incidentes),claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:47:24Z
Analista de desenvolvimento de sistemas,Identificar riscos,gpt-4o-mini,1,2.00,"LLM pode auxiliar na identificação, mas requer julgamento humano.",2026-03-13T21:47:24Z
Analista de desenvolvimento de sistemas,Identificar riscos,gpt-4o-mini,2,2.00,"LLM pode auxiliar na identificação, mas requer julgamento humano.",2026-03-13T21:47:25Z
Analista de desenvolvimento de sistemas,Identificar riscos,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:26Z
Analista de desenvolvimento de sistemas,Identificar riscos,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:26Z
Economista,Realizar análises setoriais e regionais,gpt-4o-mini,1,2.00,"LLM executa análises, mas julgamento humano é necessário.",2026-03-13T21:47:28Z
Economista,Realizar análises setoriais e regionais,gpt-4o-mini,2,2.00,"LLM pode auxiliar na análise, mas julgamento humano é necessário.",2026-03-13T21:47:28Z
Economista,Realizar análises setoriais e regionais,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:29Z
Economista,Realizar análises setoriais e regionais,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:30Z
Economista,Coletar dados,gpt-4o-mini,1,2.00,"LLM coleta dados úteis, mas julgamento humano é necessário.",2026-03-13T21:47:31Z
Economista,Coletar dados,gpt-4o-mini,2,2.00,"LLM coleta dados úteis, mas julgamento humano é necessário.",2026-03-13T21:47:31Z
Economista,Coletar dados,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:32Z
Economista,Coletar dados,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:33Z
Economista,Gerenciar bancos de dados,gpt-4o-mini,1,2.00,"LLM executa partes, mas julgamento humano e contexto são necessários.",2026-03-13T21:47:34Z
Economista,Gerenciar bancos de dados,gpt-4o-mini,2,2.00,"LLM executa partes, mas julgamento humano e contexto são necessários.",2026-03-13T21:47:35Z
Economista,Gerenciar bancos de dados,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:35Z
Economista,Gerenciar bancos de dados,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:47:36Z
Economista,Auxiliar em políticas de marketing,gpt-4o-mini,1,2.00,"LLM auxilia em marketing, mas julgamento humano é necessário.",2026-03-13T21:47:37Z
Economista,Auxiliar em políticas de marketing,gpt-4o-mini,2,2.00,"LLM auxilia em marketing, mas julgamento humano é necessário.",2026-03-13T21:47:37Z
Economista,Auxiliar em políticas de marketing,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:38Z
Economista,Auxiliar em políticas de marketing,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:39Z
Economista,Recrutar equipe,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas não recruta efetivamente.",2026-03-13T21:47:39Z
Economista,Recrutar equipe,gpt-4o-mini,2,1.00,"LLM pode ajudar, mas julgamento e interação humana são essenciais.",2026-03-13T21:47:40Z
Economista,Recrutar equipe,claude-3-haiku-20240307,1,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:47:41Z
Economista,Recrutar equipe,claude-3-haiku-20240307,2,2.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:47:41Z
Administrador,Avaliar viabilidade de projetos,gpt-4o-mini,1,2.00,"LLM auxilia na análise, mas julgamento humano é essencial.",2026-03-13T21:47:42Z
Administrador,Avaliar viabilidade de projetos,gpt-4o-mini,2,2.00,"LLM pode auxiliar na análise, mas julgamento humano é essencial.",2026-03-13T21:47:43Z
Administrador,Avaliar viabilidade de projetos,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:43Z
Administrador,Avaliar viabilidade de projetos,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:47:44Z
Administrador,Trabalhar em equipe,gpt-4o-mini,1,1.00,"LLM executa partes periféricas, mas núcleo exige interação humana complexa.",2026-03-13T21:47:45Z
Administrador,Trabalhar em equipe,gpt-4o-mini,2,1.00,LLM não executa núcleo; interação humana é essencial.,2026-03-13T21:47:46Z
Administrador,Trabalhar em equipe,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:47:47Z
Administrador,Trabalhar em equipe,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:47:48Z
Administrador,Estabelecer rotinas de trabalho,gpt-4o-mini,1,2.00,"LLM auxilia na estruturação, mas julgamento humano é necessário.",2026-03-13T21:47:48Z
Administrador,Estabelecer rotinas de trabalho,gpt-4o-mini,2,2.00,"LLM pode ajudar na estruturação, mas julgamento humano é necessário.",2026-03-13T21:47:49Z
Administrador,Estabelecer rotinas de trabalho,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:47:50Z
Administrador,Estabelecer rotinas de trabalho,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:47:51Z
Administrador,Estabelecer metodologia de avaliação,gpt-4o-mini,1,2.00,"LLM pode auxiliar na estruturação, mas julgamento humano é necessário.",2026-03-13T21:47:52Z
Administrador,Estabelecer metodologia de avaliação,gpt-4o-mini,2,2.00,"LLM pode auxiliar na estruturação, mas julgamento humano é necessário.",2026-03-13T21:47:52Z
Administrador,Estabelecer metodologia de avaliação,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:53Z
Administrador,Estabelecer metodologia de avaliação,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:54Z
Administrador,Demonstrar capacidade de comunicação,gpt-4o-mini,1,2.00,"LLM auxilia na comunicação, mas julgamento humano é necessário.",2026-03-13T21:47:54Z
Administrador,Demonstrar capacidade de comunicação,gpt-4o-mini,2,2.00,"LLM pode auxiliar, mas julgamento e interação humana são essenciais.",2026-03-13T21:47:55Z
Administrador,Demonstrar capacidade de comunicação,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:56Z
Administrador,Demonstrar capacidade de comunicação,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:47:57Z
Advogado,Realizar audiências trabalhistas,gpt-4o-mini,1,0.00,Núcleo exige julgamento humano complexo e interação interpessoal.,2026-03-13T21:47:58Z
Advogado,Realizar audiências trabalhistas,gpt-4o-mini,2,1.00,"LLM não pode realizar audiências, requer julgamento e interação humana.",2026-03-13T21:47:59Z
Advogado,Realizar audiências trabalhistas,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:01Z
Advogado,Realizar audiências trabalhistas,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:01Z
Advogado,Cumprir prazos legais,gpt-4o-mini,1,1.00,LLM não executa a atividade de cumprir prazos legais.,2026-03-13T21:48:02Z
Advogado,Cumprir prazos legais,gpt-4o-mini,2,1.00,LLM não executa a atividade de cumprir prazos legais.,2026-03-13T21:48:02Z
Advogado,Cumprir prazos legais,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:03Z
Advogado,Cumprir prazos legais,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:04Z
Advogado,"Analisar, fatos, relatórios e documentos",gpt-4o-mini,1,2.00,"LLM analisa documentos, mas julgamento humano é essencial.",2026-03-13T21:48:04Z
Advogado,"Analisar, fatos, relatórios e documentos",gpt-4o-mini,2,2.00,"LLM analisa documentos, mas julgamento humano é essencial.",2026-03-13T21:48:05Z
Advogado,"Analisar, fatos, relatórios e documentos",claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:06Z
Advogado,"Analisar, fatos, relatórios e documentos",claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:07Z
Advogado,Agir com ética,gpt-4o-mini,1,0.00,LLM não pode agir eticamente sem julgamento humano.,2026-03-13T21:48:07Z
Advogado,Agir com ética,gpt-4o-mini,2,0.00,LLM não pode agir eticamente sem julgamento humano.,2026-03-13T21:48:08Z
Advogado,Agir com ética,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:08Z
Advogado,Agir com ética,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:09Z
Advogado,Demonstrar criatividade,gpt-4o-mini,1,1.00,"LLM não executa criatividade, depende de julgamento humano complexo.",2026-03-13T21:48:10Z
Advogado,Demonstrar criatividade,gpt-4o-mini,2,1.00,"LLM não executa criatividade, depende de julgamento humano complexo.",2026-03-13T21:48:11Z
Advogado,Demonstrar criatividade,claude-3-haiku-20240307,1,1.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:48:12Z
Advogado,Demonstrar criatividade,claude-3-haiku-20240307,2,1.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:48:12Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de síntese,gpt-4o-mini,1,2.00,"LLM sintetiza informações, mas julgamento humano é necessário.",2026-03-13T21:48:13Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de síntese,gpt-4o-mini,2,2.00,"LLM sintetiza informações, mas julgamento humano é necessário.",2026-03-13T21:48:14Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de síntese,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:15Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de síntese,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:15Z
Analista financeiro (instituições financeiras),"Apurar taxas médias, prazos e saldos médios das carteiras",gpt-4o-mini,1,2.00,"LLM pode calcular, mas julgamento humano é necessário.",2026-03-13T21:48:16Z
Analista financeiro (instituições financeiras),"Apurar taxas médias, prazos e saldos médios das carteiras",gpt-4o-mini,2,2.00,"LLM pode calcular, mas julgamento humano é necessário.",2026-03-13T21:48:17Z
Analista financeiro (instituições financeiras),"Apurar taxas médias, prazos e saldos médios das carteiras",claude-3-haiku-20240307,1,3.00,"O LLM pode executar o núcleo da atividade, mas ainda requer julgamento",2026-03-13T21:48:18Z
Analista financeiro (instituições financeiras),"Apurar taxas médias, prazos e saldos médios das carteiras",claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:48:18Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de comunicação oral e escrita,gpt-4o-mini,1,2.00,"LLM pode ajudar na escrita, mas julgamento humano é necessário.",2026-03-13T21:48:19Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de comunicação oral e escrita,gpt-4o-mini,2,2.00,"LLM pode ajudar na escrita, mas julgamento humano é necessário.",2026-03-13T21:48:20Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de comunicação oral e escrita,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:20Z
Analista financeiro (instituições financeiras),Demonstrar capacidade de comunicação oral e escrita,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:21Z
Analista financeiro (instituições financeiras),Assegurar implantação de normas locais e da matriz,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interpretação contextual complexa.,2026-03-13T21:48:22Z
Analista financeiro (instituições financeiras),Assegurar implantação de normas locais e da matriz,gpt-4o-mini,2,1.00,"LLM pode auxiliar, mas julgamento humano é essencial.",2026-03-13T21:48:23Z
Analista financeiro (instituições financeiras),Assegurar implantação de normas locais e da matriz,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:48:23Z
Analista financeiro (instituições financeiras),Assegurar implantação de normas locais e da matriz,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:48:24Z
Analista financeiro (instituições financeiras),Determinar indicadores financeiros (performance),gpt-4o-mini,1,2.00,"LLM pode calcular indicadores, mas julgamento humano é necessário.",2026-03-13T21:48:25Z
Analista financeiro (instituições financeiras),Determinar indicadores financeiros (performance),gpt-4o-mini,2,2.00,"LLM pode calcular indicadores, mas julgamento humano é necessário.",2026-03-13T21:48:25Z
Analista financeiro (instituições financeiras),Determinar indicadores financeiros (performance),claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:48:26Z
Analista financeiro (instituições financeiras),Determinar indicadores financeiros (performance),claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:48:27Z
Analista de logistica,Definir prazos,gpt-4o-mini,1,2.00,"LLM pode auxiliar na definição, mas requer julgamento humano.",2026-03-13T21:48:27Z
Analista de logistica,Definir prazos,gpt-4o-mini,2,2.00,"LLM pode auxiliar na definição, mas requer julgamento humano.",2026-03-13T21:48:28Z
Analista de logistica,Definir prazos,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:48:29Z
Analista de logistica,Definir prazos,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:48:30Z
Analista de logistica,Demonstrar capacidade de iniciativa,gpt-4o-mini,1,1.00,"LLM não executa a iniciativa, que requer julgamento humano.",2026-03-13T21:48:31Z
Analista de logistica,Demonstrar capacidade de iniciativa,gpt-4o-mini,2,1.00,"LLM não executa a iniciativa, que requer julgamento humano.",2026-03-13T21:48:31Z
Analista de logistica,Demonstrar capacidade de iniciativa,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:48:32Z
Analista de logistica,Demonstrar capacidade de iniciativa,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:48:33Z
Analista de logistica,Dimensionar necessidade de materiais,gpt-4o-mini,1,2.00,"LLM pode auxiliar no dimensionamento, mas requer julgamento humano.",2026-03-13T21:48:34Z
Analista de logistica,Dimensionar necessidade de materiais,gpt-4o-mini,2,2.00,"LLM pode auxiliar na análise, mas julgamento humano é necessário.",2026-03-13T21:48:35Z
Analista de logistica,Dimensionar necessidade de materiais,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:48:35Z
Analista de logistica,Dimensionar necessidade de materiais,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:36Z
Analista de logistica,Selecionar informações,gpt-4o-mini,1,2.00,"LLM pode ajudar na seleção, mas requer julgamento humano.",2026-03-13T21:48:37Z
Analista de logistica,Selecionar informações,gpt-4o-mini,2,2.00,"LLM pode ajudar na seleção, mas requer julgamento humano.",2026-03-13T21:48:37Z
Analista de logistica,Selecionar informações,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:38Z
Analista de logistica,Selecionar informações,claude-3-haiku-20240307,2,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:39Z
Analista de logistica,Demonstrar capacidade de administrar o tempo,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas não administra tempo efetivamente.",2026-03-13T21:48:39Z
Analista de logistica,Demonstrar capacidade de administrar o tempo,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa significativa.,2026-03-13T21:48:40Z
Analista de logistica,Demonstrar capacidade de administrar o tempo,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:48:41Z
Analista de logistica,Demonstrar capacidade de administrar o tempo,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizáveis com etapas que exigem julgamento humano.,2026-03-13T21:48:42Z
Professor de matemática no ensino médio,"Corrigir provas, trabalhos e outros instrumentos de avaliação",gpt-4o-mini,1,2.00,"LLM corrige parcialmente, mas julgamento humano é necessário.",2026-03-13T21:48:43Z
Professor de matemática no ensino médio,"Corrigir provas, trabalhos e outros instrumentos de avaliação",gpt-4o-mini,2,2.00,"LLM corrige parcialmente, mas julgamento humano é essencial.",2026-03-13T21:48:43Z
Professor de matemática no ensino médio,"Corrigir provas, trabalhos e outros instrumentos de avaliação",claude-3-haiku-20240307,1,1.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:48:44Z
Professor de matemática no ensino médio,"Corrigir provas, trabalhos e outros instrumentos de avaliação",claude-3-haiku-20240307,2,1.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano.",2026-03-13T21:48:45Z
Professor de matemática no ensino médio,Estimular a continuidade da escolaridade,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:48:45Z
Professor de matemática no ensino médio,Estimular a continuidade da escolaridade,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:48:46Z
Professor de matemática no ensino médio,Estimular a continuidade da escolaridade,claude-3-haiku-20240307,1,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:48:47Z
Professor de matemática no ensino médio,Estimular a continuidade da escolaridade,claude-3-haiku-20240307,2,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:48:48Z
Professor de matemática no ensino médio,Escolher material didático e pedagógico,gpt-4o-mini,1,1.00,"LLM pode sugerir materiais, mas julgamento humano é essencial.",2026-03-13T21:48:48Z
Professor de matemática no ensino médio,Escolher material didático e pedagógico,gpt-4o-mini,2,2.00,"LLM pode ajudar na busca, mas julgamento humano é essencial.",2026-03-13T21:48:49Z
Professor de matemática no ensino médio,Escolher material didático e pedagógico,claude-3-haiku-20240307,1,2.00,A atividade combina etapas descritíveis com etapas que exigem julgamento humano.,2026-03-13T21:48:50Z
Professor de matemática no ensino médio,Escolher material didático e pedagógico,claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:48:51Z
Professor de matemática no ensino médio,"Desenvolver as percepções estética, ética e política nos alunos",gpt-4o-mini,1,1.00,Núcleo exige julgamento humano complexo e interação interpessoal significativa.,2026-03-13T21:48:52Z
Professor de matemática no ensino médio,"Desenvolver as percepções estética, ética e política nos alunos",gpt-4o-mini,2,1.00,Núcleo exige julgamento humano complexo e interação significativa.,2026-03-13T21:48:53Z
Professor de matemática no ensino médio,"Desenvolver as percepções estética, ética e política nos alunos",claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:53Z
Professor de matemática no ensino médio,"Desenvolver as percepções estética, ética e política nos alunos",claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:54Z
Professor de matemática no ensino médio,Propor a aquisição e manutenção de equipamentos e instalações,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:48:55Z
Professor de matemática no ensino médio,Propor a aquisição e manutenção de equipamentos e instalações,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:48:55Z
Professor de matemática no ensino médio,Propor a aquisição e manutenção de equipamentos e instalações,claude-3-haiku-20240307,1,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:48:56Z
Professor de matemática no ensino médio,Propor a aquisição e manutenção de equipamentos e instalações,claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:48:57Z
Desenhista industrial gráfico (designer gráfico),Demonstrar capacidade de percepção,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano complexo e percepção contextual.,2026-03-13T21:48:58Z
Desenhista industrial gráfico (designer gráfico),Demonstrar capacidade de percepção,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano complexo e percepção contextual.,2026-03-13T21:48:58Z
Desenhista industrial gráfico (designer gráfico),Demonstrar capacidade de percepção,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:59Z
Desenhista industrial gráfico (designer gráfico),Demonstrar capacidade de percepção,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:48:59Z
Desenhista industrial gráfico (designer gráfico),Solicitar parecer de outros profissionais,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:49:00Z
Desenhista industrial gráfico (designer gráfico),Solicitar parecer de outros profissionais,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:49:01Z
Desenhista industrial gráfico (designer gráfico),Solicitar parecer de outros profissionais,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:01Z
Desenhista industrial gráfico (designer gráfico),Solicitar parecer de outros profissionais,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:02Z
Desenhista industrial gráfico (designer gráfico),Avaliar idéias ou conceitos propostos,gpt-4o-mini,1,2.00,"LLM pode avaliar ideias, mas requer julgamento humano e contexto.",2026-03-13T21:49:03Z
